,source,text,date,compound_score,pos_score,neu_score,neg_score
124,CNN,This Chinese space lab could plummet back to earth as early as Saturday https://t.co/ZSc6omLCy9 https://t.co/jgjCZ5IqQJ,Fri Mar 30 16:12:55 +0000 2018,0.0,0.0,1.0,0.0
125,CNN,"An off-duty police officer died Thursday in Kentucky after a man impersonating an officer shot him, police say… https://t.co/20vfVWu5D6",Fri Mar 30 15:59:15 +0000 2018,-0.5574,0.0,0.825,0.175
126,CNN,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/eBQKi8TPlh",Fri Mar 30 15:51:00 +0000 2018,-0.4019,0.0,0.886,0.114
127,CNN,This man spent more years behind bars than any other wrongfully imprisoned person in America https://t.co/L9pLu1Q6nL https://t.co/kf3WW43anM,Fri Mar 30 15:42:36 +0000 2018,-0.4588,0.0,0.842,0.158
128,CNN,Mark Zuckerberg has disavowed an internal memo written by a top Facebook executive in 2016 that argued growth shoul… https://t.co/rt6Orqn7NR,Fri Mar 30 15:33:31 +0000 2018,0.2263,0.192,0.699,0.109
129,CNN,A Connecticut Democratic congresswoman is apologizing after she kept a top aide on her payroll for several months d… https://t.co/rChtdK8tSk,Fri Mar 30 15:21:55 +0000 2018,0.128,0.094,0.838,0.068
130,CNN,"Russia released video footage Friday of a test launch of its new ""Satan 2"" intercontinental ballistic missile… https://t.co/Ac0UqHuxfd",Fri Mar 30 15:11:43 +0000 2018,0.0,0.0,1.0,0.0
131,CNN,"JUST IN: Noor Salman, the widow of the Pulse nightclub gunman, was found not guilty of charges in connection with h… https://t.co/LeDjGXUeP1",Fri Mar 30 15:01:07 +0000 2018,0.4847,0.172,0.828,0.0
132,CNN,"At least eight Palestinians were killed and more than 1,000 injured in confrontations with Israeli security forces… https://t.co/dnAn5jY4N3",Fri Mar 30 14:51:02 +0000 2018,-0.8207,0.091,0.531,0.378
133,CNN,"JUST IN: A US service member was killed in an improvised explosive device attack in Syria on Thursday, an official… https://t.co/zfLUB6dPzd",Fri Mar 30 14:39:44 +0000 2018,-0.8225,0.0,0.703,0.297
134,CNN,Coffee may come with a cancer warning label in California https://t.co/x4VA27Gloy https://t.co/ycwyKtFjd7,Fri Mar 30 14:28:14 +0000 2018,-0.7783,0.0,0.57,0.43
135,CNN,New footage shows Kim Jong Un holding court inside his armored train https://t.co/jirt7bIM1q https://t.co/Izv0nlm0s7,Fri Mar 30 14:21:15 +0000 2018,0.0,0.0,1.0,0.0
136,CNN,SpaceX is launching one of its Falcon 9 rockets and is expected to make an experimental attempt to guide the rocket… https://t.co/CCpVW3Voo7,Fri Mar 30 14:09:04 +0000 2018,0.0,0.0,1.0,0.0
137,CNN,"Trump and ""Roseanne"" are making a conservative case for representation in media | Analysis by Hunter Schwarz… https://t.co/asAl350Eta",Fri Mar 30 13:59:57 +0000 2018,0.0,0.0,1.0,0.0
138,CNN,Two Baton Rouge police officers involved in the 2016 shooting death of Alton Sterling are expected to learn today w… https://t.co/h6e0RLJGap,Fri Mar 30 13:46:48 +0000 2018,-0.5994,0.0,0.837,0.163
139,CNN,China says a gang used drones to smuggle almost $80 million worth of smartphones https://t.co/689tFCKGZ6,Fri Mar 30 13:36:09 +0000 2018,-0.2415,0.101,0.739,0.16
140,BBC News (World),Parkland student David Hogg rejects Fox News host's apology https://t.co/bt9Eu2uCbB,Fri Mar 30 16:48:14 +0000 2018,-0.4588,0.097,0.645,0.258
141,BBC News (World),Kosovo security chiefs sacked after six Turks deported https://t.co/ECtnW0DivL,Fri Mar 30 16:46:04 +0000 2018,0.34,0.231,0.769,0.0
142,BBC News (World),Noor Salman: Pulse nightclub shooter's widow not guilty https://t.co/afpEyQwyDJ,Fri Mar 30 14:35:32 +0000 2018,0.3252,0.226,0.774,0.0
143,BBC News (World),Vatican: Pope did not say there is no hell https://t.co/k9htWRJoNF,Fri Mar 30 13:43:56 +0000 2018,-0.7783,0.0,0.541,0.459
144,BBC News (World),Scammers impersonate French first lady Brigitte Macron https://t.co/SE4Wy6tWPB,Fri Mar 30 13:41:07 +0000 2018,0.0,0.0,1.0,0.0
145,BBC News (World),Lindsay Lohan loses GTA V privacy case appeal https://t.co/es4JwTwbFC,Fri Mar 30 13:01:35 +0000 2018,-0.3182,0.0,0.753,0.247
146,BBC News (World),Syria war: Turkey's Erdogan rejects French mediation offer https://t.co/aPHKNjOvSs,Fri Mar 30 12:56:56 +0000 2018,-0.7964,0.0,0.496,0.504
147,BBC News (World),Kim Jong-un visit: What else crosses the China-North Korea border? https://t.co/lPmI1xe0LS,Fri Mar 30 12:54:35 +0000 2018,0.0,0.0,1.0,0.0
148,BBC News (World),"China's 'Jack the Ripper', Gao Chengyong, sentenced to death https://t.co/e8NAzpiKr2",Fri Mar 30 12:21:15 +0000 2018,-0.6124,0.0,0.615,0.385
149,BBC News (World),Test-launch footage of Russian ballistic missile Satan 2 https://t.co/X7CXi0R8Ss,Fri Mar 30 12:14:19 +0000 2018,0.0,0.0,1.0,0.0
150,BBC News (World),Spy poisoning: Russia expels 'unfriendly' Western diplomats https://t.co/BKgQvPNzfc,Fri Mar 30 12:04:18 +0000 2018,-0.7506,0.0,0.484,0.516
151,BBC News (World),"Coffee sold in California must carry cancer warning, judge rules https://t.co/TcX5BjGb8o",Fri Mar 30 11:04:58 +0000 2018,-0.7783,0.0,0.57,0.43
152,BBC News (World),Russia state of emergency as toxic dump fumes hit town near Moscow https://t.co/jzgICamFwk,Fri Mar 30 10:10:34 +0000 2018,-0.6486,0.0,0.613,0.387
153,BBC News (World),Facebook 'ugly truth' growth memo haunts firm https://t.co/wkFtFBoWsH,Fri Mar 30 09:51:30 +0000 2018,-0.1027,0.345,0.282,0.373
154,BBC News (World),NZ seniors' group hits back at 'elderly driver' plates https://t.co/KrHANEWpya,Fri Mar 30 09:27:39 +0000 2018,0.0,0.0,1.0,0.0
155,BBC News (World),Grace Mugabe's farm invaded by Zimbabwe gold diggers https://t.co/tTffJxjUDr,Fri Mar 30 09:01:54 +0000 2018,0.4215,0.259,0.741,0.0
156,BBC News (World),"RT @BBCVishalaSP: Female cabin crew at Cathay Pacific have won a battle to scrap a rule forcing them to wear skirts, we're asking does work…",Fri Mar 30 07:46:20 +0000 2018,0.2732,0.136,0.769,0.095
157,BBC News (World),The South Korean rock band returning to perform in Pyongyang https://t.co/Wdyum09TQf,Fri Mar 30 07:27:58 +0000 2018,0.0,0.0,1.0,0.0
158,BBC News (World),"Colombian church donates 250,000 communion wafers to Venezuela https://t.co/UWTGBxvtQx",Fri Mar 30 07:18:08 +0000 2018,0.0,0.0,1.0,0.0
159,BBC News (World),Easter: Irish pubs lift Good Friday alcohol ban https://t.co/Jfs8mwLBqL,Fri Mar 30 05:55:35 +0000 2018,-0.1779,0.215,0.519,0.267
160,CBS News,"A 48-foot section of the ""holy grail of shipwrecks"" has washed ashore on a Florida beach, thrilling researchers who… https://t.co/j7lmzgOKBy",Fri Mar 30 16:41:02 +0000 2018,0.4767,0.154,0.846,0.0
161,CBS News,"The Vatican is denying that Pope Francis told an Italian journalist that ""there is no hell"" https://t.co/2lBJdM9gna https://t.co/BYjyjvFDpd",Fri Mar 30 16:25:01 +0000 2018,-0.8481,0.0,0.62,0.38
162,CBS News,"In a clear signal to the West, Russia released video today of a test launch of a new intercontinental ballistic mis… https://t.co/GQ5pd48er6",Fri Mar 30 16:08:00 +0000 2018,0.3818,0.126,0.874,0.0
163,CBS News,"A 19,000-pound space station is falling toward Earth and scientists project it may land sometime between Saturday a… https://t.co/0V84xoyDzL",Fri Mar 30 15:50:32 +0000 2018,-0.1531,0.0,0.914,0.086
164,CBS News,"American service member killed in Syria roadside bombing, U.S. military official confirms to CBS News… https://t.co/Liu7lEzydg",Fri Mar 30 15:35:01 +0000 2018,-0.6705,0.0,0.769,0.231
165,CBS News,A search and rescue team of 9 people and a cadaver dog are searching the area where an SUV plunged off a California… https://t.co/bGMsAqXLf9,Fri Mar 30 15:20:01 +0000 2018,0.5106,0.148,0.852,0.0
166,CBS News,"""We have a little slogan we say, 'Worship, work and win.' We need to do all of those things. God always hears, but… https://t.co/M7KiCbT1QM",Fri Mar 30 15:04:56 +0000 2018,0.2732,0.087,0.913,0.0
167,CBS News,"WATCH LIVE: Sister Jean Schmidt, Loyola-Chicago's team chaplain, gives a press conference ahead of the #FinalFour… https://t.co/w4Vi7Oz8MY",Fri Mar 30 15:01:23 +0000 2018,0.0,0.0,1.0,0.0
168,CBS News,"""I feel so bad for themI lost a child, I know how it feels,” Noor Salman’s cousin says to victims of Pulse nightclu… https://t.co/NnFdJTQcak",Fri Mar 30 14:56:56 +0000 2018,-0.8439,0.0,0.676,0.324
169,CBS News,"""I said from day one that she was innocent and that I will stand here in front of you when the jury comes up with t… https://t.co/9yyHq4zqCX",Fri Mar 30 14:53:07 +0000 2018,0.34,0.088,0.912,0.0
170,CBS News,"""The family wants to first say we are very sorry for the family members and friends of the 49 victims of the Pulse… https://t.co/xFzLfWhgOe",Fri Mar 30 14:50:36 +0000 2018,0.0534,0.111,0.75,0.139
171,CBS News,"Noor Salman, the wife of the Pulse nightclub shooter, cried when the not guilty verdict was read and so did the fam… https://t.co/W6Fq4UYKFL",Fri Mar 30 14:42:04 +0000 2018,-0.1808,0.088,0.758,0.153
172,CBS News,"""I think many people will be surprised by the verdict, and perhaps others who followed the trial more closely won't… https://t.co/W6IolJGwhm",Fri Mar 30 14:39:20 +0000 2018,0.3612,0.156,0.844,0.0
173,CBS News,"NEW: Noor Salman, the wife of Pulse nightclub shooter Omar Mateen, found not guilty of aiding her husband with the… https://t.co/pNTpXnAJD7",Fri Mar 30 14:35:17 +0000 2018,0.3252,0.104,0.896,0.0
174,CBS News,"WATCH: SpaceX Falcon 9 rocket launches into space from Vandenberg Air Force Base in California, carrying 10 communi… https://t.co/0rNRzxM0RK",Fri Mar 30 14:17:31 +0000 2018,0.0,0.0,1.0,0.0
175,CBS News,Investigators on special counsel Robert Mueller's team have been asking questions about the 2016 Republican Nationa… https://t.co/J3G9omw3jP,Fri Mar 30 14:15:01 +0000 2018,0.4019,0.144,0.856,0.0
176,CBS News,"NEW: Jurors have reached a verdict in the trial of Noor Salman, the widow of the Pulse nightclub shooter; verdict e… https://t.co/IC13CZMUAt",Fri Mar 30 14:03:59 +0000 2018,0.3818,0.204,0.796,0.0
177,CBS News,"Russian ships are lurking around underwater communications cables, causing the U.S. and its allies to worry the Kre… https://t.co/VTBt6bBJ78",Fri Mar 30 14:00:02 +0000 2018,-0.5267,0.0,0.794,0.206
178,CBS News,"Hard numbers:
▪️70: Estimated 70% of guns recovered at crime scenes in Mexico crime since 2009 were purchased in th… https://t.co/3vYMH9fZ4K",Fri Mar 30 13:45:19 +0000 2018,-0.8126,0.0,0.682,0.318
179,CBS News,Walmart's appeal is gaining among Democrats as a majority of shoppers who identify as Democrats now say they would… https://t.co/UFKVL7OOLv,Fri Mar 30 13:45:01 +0000 2018,0.4215,0.135,0.865,0.0
180,The New York Times,"In college basketball, Catholic schools have long punched well above their weight. The reasons stretch back a centu… https://t.co/wJkwuvDZRS",Fri Mar 30 16:48:03 +0000 2018,0.2732,0.11,0.89,0.0
181,The New York Times,"RT @dgelles: Cash may be king, but it's no longer essential. 

I've gone cashless. My essay here: 
https://t.co/laHrQD9j1F",Fri Mar 30 16:38:07 +0000 2018,-0.4215,0.0,0.859,0.141
182,The New York Times,The midterm elections will determine the political script for the rest of President Trump’s first term. And Pennsyl… https://t.co/ZpZGFxjunA,Fri Mar 30 16:28:05 +0000 2018,0.0,0.0,1.0,0.0
183,The New York Times,"Puerto Ricans are trickling back to the island. They must come to terms with a Puerto Rico that is still crippled,… https://t.co/Wml9x3rYyw",Fri Mar 30 16:18:03 +0000 2018,-0.0516,0.0,0.943,0.057
184,The New York Times,Hope Hicks has left the building. Those who remain are wondering what happens now. https://t.co/ds3NJlS4i8,Fri Mar 30 16:08:02 +0000 2018,0.4404,0.172,0.828,0.0
185,The New York Times,"In Opinion

Alex Wagner writes: ""Racially speaking, the United States is 0% Hispanic. This is confusing — especiall… https://t.co/kzJaxIOguf",Fri Mar 30 15:58:04 +0000 2018,0.2263,0.135,0.773,0.092
186,The New York Times,A California judge’s ruling would require cancer warning labels on coffee. The coffee industry is considering how t… https://t.co/1GJ1f9b3Mj,Fri Mar 30 15:48:06 +0000 2018,-0.7783,0.0,0.702,0.298
187,The New York Times,"""That’s how I ended up losing my virginity on a fourth date with a middle-school teacher that I didn’t even particu… https://t.co/Dk0vk6HRT2",Fri Mar 30 15:38:02 +0000 2018,-0.3818,0.0,0.867,0.133
188,The New York Times,Breaking News: What was billed as a peaceful protest along Gaza's border with Israel turned bloody. The Israeli mil… https://t.co/RVW9kEuN82,Fri Mar 30 15:31:03 +0000 2018,-0.1779,0.133,0.664,0.203
189,The New York Times,"There’s been talk of bankruptcy swirling around Gibson, the Nashville-based guitar company. What happened? https://t.co/cOVKNf2Wbm",Fri Mar 30 15:28:03 +0000 2018,0.0,0.0,1.0,0.0
190,The New York Times,A Russian man accused of hacking 3 American tech companies in 2012 has been extradited to the U.S. https://t.co/MnltMkO1Oe,Fri Mar 30 15:18:07 +0000 2018,-0.296,0.0,0.879,0.121
191,The New York Times,"RT @jodikantor: Six months ago, @ronlieber wrote about teachers and firefighters being seriously screwed by a government student loan progr…",Fri Mar 30 15:08:06 +0000 2018,-0.5994,0.0,0.776,0.224
192,The New York Times,"Another week, another news quiz. Tell us how you did. https://t.co/buvo5zeiKz",Fri Mar 30 14:58:04 +0000 2018,0.0,0.0,1.0,0.0
193,The New York Times,"President Trump insisted he will never again sign a huge catchall spending bill. Given the state of Congress,… https://t.co/Ov68bYiDwD",Fri Mar 30 14:48:05 +0000 2018,-0.2411,0.0,0.897,0.103
194,The New York Times,Exxon sued to try to block investigations into its research and public statements about climate change. A judge dis… https://t.co/uFOMCdotBj,Fri Mar 30 14:38:08 +0000 2018,-0.4404,0.0,0.861,0.139
195,The New York Times,"Breaking News: Noor Salman, the widow of the Pulse nightclub shooter, was found not guilty of helping her husband c… https://t.co/O1tNykTV7B",Fri Mar 30 14:33:36 +0000 2018,0.1139,0.1,0.818,0.081
196,The New York Times,"By tying a trade deal with South Korea to progress in denuclearizing North Korea, President Trump is showing how li… https://t.co/IfnzE5hDEO",Fri Mar 30 14:28:06 +0000 2018,0.4215,0.128,0.872,0.0
197,The New York Times,RT @UpshotNYT: Does more immigration mean more crime? In collaboration with the @MarshallProj we look at the data behind this widely held i…,Fri Mar 30 14:18:03 +0000 2018,-0.5849,0.0,0.853,0.147
198,The New York Times,Why do cracking knuckles make that sound? You might need a calculator to explain it. https://t.co/YpjnR3SXN2,Fri Mar 30 14:11:04 +0000 2018,0.0,0.0,1.0,0.0
199,The New York Times,5 times David Pecker and The National Enquirer have defended or championed President Trump https://t.co/1BQX7SYOm5,Fri Mar 30 14:02:04 +0000 2018,0.296,0.145,0.855,0.0
200,Fox News,"Former Clinton communications director Jennifer Palmieri asked @TuckerCarlson Thursday if @HillaryClinton is ""deser… https://t.co/VztU38D6io",Fri Mar 30 14:54:15 +0000 2018,0.0,0.0,1.0,0.0
201,Fox News,"Mary Kay Letourneau's husband, Villi Fualaau, arrested for DUI, report says https://t.co/bf7wEKeFtR",Fri Mar 30 14:47:57 +0000 2018,-0.4767,0.0,0.78,0.22
202,Fox News,Gaza clashes leave 7 dead and hundreds injured. https://t.co/U3dJ4jEvFB https://t.co/pzC5FKFsaN,Fri Mar 30 14:45:00 +0000 2018,-0.802,0.0,0.423,0.577
203,Fox News,"BREAKING NEWS: Noor Salman, widow of Pulse nightclub gunman, found not guilty https://t.co/jDKdmmDI1P https://t.co/XqkYtz279w",Fri Mar 30 14:34:35 +0000 2018,0.3252,0.152,0.848,0.0
204,Fox News,"BREAKING NEWS: Noor Salman, wife of Pulse nightclub shooter Omar Mateen, found not guilty. https://t.co/O5CKeWoZvQ",Fri Mar 30 14:31:41 +0000 2018,0.3252,0.143,0.857,0.0
205,Fox News,".@BernardGoldberg: ""There's an entire country between Manhattan and Malibu... I don't think the people in Hollywood… https://t.co/6wxJDb6t49",Fri Mar 30 14:26:43 +0000 2018,0.0,0.0,1.0,0.0
206,Fox News,LUCKY DUCKS: The Pinellas Park Police Department rescued a family of ducks after they got stuck in a storm drain. I… https://t.co/7SiU4sAeNp,Fri Mar 30 14:22:20 +0000 2018,0.6523,0.25,0.671,0.079
207,Fox News,"NEWS ALERT: Verdict reached in nightclub shooting trial - For full live coverage, tune in to Fox News Channel. https://t.co/x1yMVCPd13",Fri Mar 30 14:20:26 +0000 2018,0.6037,0.271,0.729,0.0
208,Fox News,Freak accident kills mom taking twin daughters to school https://t.co/Mtaquwx7Vh,Fri Mar 30 14:14:55 +0000 2018,-0.8591,0.0,0.424,0.576
209,Fox News,'Smallville' star Kristin Kreuk denies recruiting 'sex slaves' to controversial cult NXIVM https://t.co/rm5Ocnr6Bg,Fri Mar 30 14:05:29 +0000 2018,-0.5574,0.0,0.705,0.295
210,Fox News,Cameron Diaz says she  is 'actually retired' from acting https://t.co/uFo4S3fOWt,Fri Mar 30 14:05:16 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,"On Twitter, @VP Mike Pence commemorated #GoodFriday. https://t.co/5jxamLL2FS",Fri Mar 30 13:54:46 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,Sailors assigned to Los Angeles-class attack submarine USS Topeka are greeted by family and friends during a homeco… https://t.co/7OJdc66nca,Fri Mar 30 13:53:57 +0000 2018,0.2732,0.223,0.644,0.133
213,Fox News,"Accountant thrust into emergency goalie role for Chicago @NHLBlackhawks, makes 7 saves (via @RyanGaydos)  https://t.co/10v6nENHMa",Fri Mar 30 13:44:47 +0000 2018,-0.3818,0.0,0.833,0.167
214,Fox News,"Sheriff A.J. Louderback: ""We're a nation of laws, and Texas sheriffs and sheriffs across this country are here to s… https://t.co/Os8rBcmsEf",Fri Mar 30 13:38:00 +0000 2018,0.0,0.0,1.0,0.0
215,Fox News,".@SebGorka: ""This is just common sense finally returning to government."" https://t.co/qlYM0WVhiA",Fri Mar 30 13:36:00 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,"VIDEO: Mattis jokes Bolton is ""the devil incarnate."" https://t.co/b8SJbEoxyF",Fri Mar 30 13:36:00 +0000 2018,-0.5267,0.149,0.522,0.328
217,Fox News,".@DarrellIssa: ""I don't have any reason to doubt that the investigation will be honestly conducted and I also have… https://t.co/NIPNPnyBSp",Fri Mar 30 13:35:00 +0000 2018,0.128,0.133,0.756,0.111
218,Fox News,"JUST IN: American service member is among the 2 dead in Syria bombing, officials say https://t.co/cdOriFHlYy",Fri Mar 30 13:25:37 +0000 2018,-0.6486,0.0,0.765,0.235
219,Fox News,"Florida college student to be deported after skipping class, buying 'sniper rifle' and dyeing hair: report https://t.co/eoB3gSQ8t7",Fri Mar 30 13:25:27 +0000 2018,0.0,0.0,1.0,0.0
220,CNN,"""She's only apologizing after a third of her advertisers pulled out,"" says Parkland survivor David Hogg, responding… https://t.co/XZ7G5mGkCx",Fri Mar 30 13:26:07 +0000 2018,0.296,0.133,0.798,0.069
221,CNN,The amount of fan mail the Parkland shooter is receiving is unreal https://t.co/gVaR06QrQZ,Fri Mar 30 13:19:29 +0000 2018,0.3182,0.161,0.839,0.0
222,CNN,"Venezuelans lack Communion wafers this Easter, so a Colombian church stepped in to help https://t.co/Ch7m3zb9wi https://t.co/wiNo0G3OTw",Fri Mar 30 13:09:17 +0000 2018,0.1027,0.15,0.722,0.128
223,CNN,A Russian hacker suspected of stealing 117 million LinkedIn passwords in 2012 has been extradited to the US after a… https://t.co/PdXRQ3g0wO,Fri Mar 30 12:58:57 +0000 2018,-0.6808,0.0,0.763,0.237
224,CNN,"""What kind of dumbass colleges don't want you?"" Alisyn Camerota asks Parkland survivor David Hogg, who says he was… https://t.co/VkwsfeymQ2",Fri Mar 30 12:47:00 +0000 2018,-0.3849,0.102,0.691,0.208
225,CNN,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site… https://t.co/tzwcncFirF,Fri Mar 30 12:33:34 +0000 2018,0.0,0.0,1.0,0.0
226,CNN,"RT @NewDay: Alisyn Camerota: What kind of dumbass colleges don't want you?

Parkland survivor and gun control activist David Hogg: They rej…",Fri Mar 30 12:25:04 +0000 2018,-0.6143,0.089,0.643,0.268
227,CNN,Russia's RT television network will go dark in Washington DC https://t.co/OyOaU1HHx2 https://t.co/UL5etAuOmE,Fri Mar 30 12:21:39 +0000 2018,0.0,0.0,1.0,0.0
228,CNN,"Days after five members of the same family were killed when their SUV went over a cliff, investigators are still lo… https://t.co/HfUoN0Assu",Fri Mar 30 12:09:11 +0000 2018,-0.6705,0.0,0.816,0.184
229,CNN,"Austin's police chief now says he would labeled the bomber who killed two people and injured several others a ""dome… https://t.co/mdGrndhvr0",Fri Mar 30 11:56:16 +0000 2018,-0.802,0.0,0.714,0.286
230,CNN,"Johan van Hulst, a former Dutch senator and teacher who saved hundreds of Jewish children during the Holocaust, die… https://t.co/ofuqyZ2AU1",Fri Mar 30 11:43:51 +0000 2018,0.4215,0.135,0.865,0.0
231,CNN,"""We're knocking the hell out of ISIS. We'll be coming out of Syria like very soon. Let the other people take care o… https://t.co/0GwN6D2VAj",Fri Mar 30 11:31:45 +0000 2018,0.0258,0.182,0.671,0.147
232,CNN,Do you dream of escaping to the country and running your own bookstore? There's an Airbnb for that… https://t.co/wTpI0ceCRz,Fri Mar 30 11:22:42 +0000 2018,0.296,0.158,0.842,0.0
233,CNN,"If you want to stop Putin, follow the money, say CNN security analysts https://t.co/sF8HghDAkm",Fri Mar 30 11:16:35 +0000 2018,0.128,0.219,0.651,0.13
234,CNN,"She chronicled her life on Instagram: her dreams, a breakup, her recovery. But it was all fake.… https://t.co/LFaO9osD6S",Fri Mar 30 11:10:08 +0000 2018,0.4019,0.144,0.856,0.0
235,CNN,The best travel photos of 2018 (so far) https://t.co/ulIqOBeMUo https://t.co/b22ZRcPTX8,Fri Mar 30 11:03:43 +0000 2018,0.6369,0.318,0.682,0.0
236,CNN,Bitcoin's price has slumped roughly 50% since the start of the year https://t.co/pijJ60Es4d https://t.co/4ylxLFEYel,Fri Mar 30 10:57:24 +0000 2018,0.0,0.0,1.0,0.0
237,CNN,This Chinese space lab could plummet back to earth as early as Saturday https://t.co/Tfn0lGXXXp https://t.co/o7jyh0A1f1,Fri Mar 30 10:45:48 +0000 2018,0.0,0.0,1.0,0.0
238,CNN,Tourists will soon be limited to three hours at the Taj Mahal https://t.co/TBmpRPJ1Uh https://t.co/kgoXmxhq6x,Fri Mar 30 10:34:05 +0000 2018,-0.2263,0.0,0.872,0.128
239,CNN,"Would you pay more for your shopping to tackle plastic pollution?

People in the UK could soon have to pay a deposi… https://t.co/c2Gyju6jbK",Fri Mar 30 10:32:00 +0000 2018,-0.2023,0.0,0.877,0.123
240,BBC News (World),RT @BBCNewsAsia: The former Korean Air executive who was sacked and jailed for a 'nut rage' tantrum on board a plane has made a corporate c…,Fri Mar 30 05:49:39 +0000 2018,-0.8625,0.0,0.676,0.324
241,BBC News (World),"RT @BBCNewsAsia: Brace yourselves. 

China's defunct space lab, Tiangong-1, should fall to Earth over the weekend. https://t.co/D6zHr74mUA",Fri Mar 30 05:12:28 +0000 2018,0.0,0.0,1.0,0.0
242,BBC News (World),Korean Air 'nut rage' heiress makes management comeback https://t.co/nmrvz2wGnG,Fri Mar 30 04:51:40 +0000 2018,-0.5574,0.0,0.69,0.31
243,BBC News (World),RT @BBCNewsAsia: Just in case you missed this epic story of how a camera lost at sea for more than two years was discovered on a Taiwan bea…,Fri Mar 30 04:44:59 +0000 2018,-0.5423,0.0,0.842,0.158
244,BBC News (World),"RT @BBCNewsAsia: ⚡️ “Camera lost at sea for over two years found and returned to owner”

https://t.co/V9moYw1ehI",Fri Mar 30 04:42:27 +0000 2018,-0.3182,0.0,0.874,0.126
245,BBC News (World),Cathay Pacific ends skirts-only rule for female staff https://t.co/3PTcts8skV,Fri Mar 30 04:42:04 +0000 2018,0.0,0.0,1.0,0.0
246,BBC News (World),Shelling 'kills Palestinian' in Gaza https://t.co/waX7SlXTUt,Fri Mar 30 04:28:03 +0000 2018,-0.5423,0.0,0.588,0.412
247,BBC News (World),"RT @BBCBreaking: Israeli shelling reportedly kills a Palestinian in Gaza, where tension is high ahead of a protest along the border https:/…",Fri Mar 30 04:25:00 +0000 2018,-0.7783,0.0,0.685,0.315
