,source,text,date,compound_score,pos_score,neu_score,neg_score
248,BBC News (World),"RT @BBCNewsAsia: Even in no man's land, Rohingya children know how to play and have fun. https://t.co/CEHN7XNEHS",Fri Mar 30 03:27:13 +0000 2018,0.5423,0.26,0.639,0.1
249,BBC News (World),"RT @BBCNewsAsia: A strong magnitude 6.9 earthquake has struck off the cost of Papua New Guinea's New Britain island, the US Geological Surv…",Fri Mar 30 02:37:02 +0000 2018,0.3182,0.13,0.791,0.079
250,BBC News (World),El Salvador's shackled deportees become friends in adversity https://t.co/30m9g4A9mA,Fri Mar 30 02:24:13 +0000 2018,0.0772,0.24,0.543,0.217
251,BBC News (World),Africa's week in pictures: 23-29 March 2018 https://t.co/OaN91YnM2C,Fri Mar 30 02:21:14 +0000 2018,0.0,0.0,1.0,0.0
252,BBC News (World),Russian spy: How big is the Kremlin's diplomatic network? https://t.co/8Ys9Klw0KP,Fri Mar 30 02:13:57 +0000 2018,0.0,0.0,1.0,0.0
253,BBC News (World),Syria war: France offers to mediate between Turkey and Kurds https://t.co/PW3KxVlsaf,Fri Mar 30 01:58:17 +0000 2018,-0.5994,0.0,0.719,0.281
254,BBC News (World),Volkswagen's car 'graveyard' in California https://t.co/WPqjrzIAV3,Fri Mar 30 00:51:51 +0000 2018,0.0,0.0,1.0,0.0
255,BBC News (World),Myanmar's Rohingya stuck in Bangladesh's 'no man's land' https://t.co/2i5yVG0nxC,Fri Mar 30 00:36:26 +0000 2018,-0.4939,0.0,0.625,0.375
256,BBC News (World),"Obituary: Johan van Hulst, the teacher who saved Jewish children https://t.co/Rme8DazkLW",Fri Mar 30 00:16:45 +0000 2018,0.4215,0.219,0.781,0.0
257,BBC News (World),The teenager sentenced to 241 years in prison https://t.co/Hpr3KNH6AQ,Fri Mar 30 00:14:10 +0000 2018,-0.5267,0.0,0.614,0.386
258,BBC News (World),Colorado senator explains white privilege to colleagues https://t.co/9mL32lOf1d,Fri Mar 30 00:03:14 +0000 2018,0.3612,0.263,0.737,0.0
259,BBC News (World),Turning bread into beer to fight food waste https://t.co/4G2RZnHwF8,Thu Mar 29 23:19:50 +0000 2018,-0.6597,0.0,0.565,0.435
260,CBS News,Next week marks 50 years since the nation was gripped by the death of Martin Luther King Jr. His death was met by a… https://t.co/uXC8t3p0PQ,Fri Mar 30 13:38:55 +0000 2018,-0.8316,0.0,0.747,0.253
261,CBS News,"Scott Foster, a 36-year-old accountant-turned-emergency Chicago Blackhawks goalie, stars in his NHL debut:… https://t.co/l5ftf0i9UB",Fri Mar 30 13:30:01 +0000 2018,0.0,0.0,1.0,0.0
262,CBS News,Federal grand jury charges Texas pastor and Louisiana financial planner with bilking investors out of more than $1… https://t.co/pZ89kgSNSz,Fri Mar 30 13:15:03 +0000 2018,0.2263,0.136,0.769,0.095
263,CBS News,Schools in several of Kentucky's largest counties were forced to close Friday when teachers angered by the passage… https://t.co/IemRxEG6oE,Fri Mar 30 13:00:02 +0000 2018,-0.743,0.0,0.73,0.27
264,CBS News,"Russia goes beyond tit-for-tat in diplomatic duel with U.S., ordering 60 U.S. diplomats out of the country and clos… https://t.co/kuMzGf0NOj",Fri Mar 30 12:40:01 +0000 2018,0.0,0.0,1.0,0.0
265,CBS News,Sunday Times royal correspondent Roya Nikkhah joins @CBSThisMorning from London to discuss: https://t.co/CEtJkHhQsk,Fri Mar 30 12:38:57 +0000 2018,0.0,0.0,1.0,0.0
266,CBS News,"The royal wedding is 50 days away, and we're starting to learn who Prince Harry and Meghan Markle are including in… https://t.co/jdqKkyVVBY",Fri Mar 30 12:34:22 +0000 2018,0.0,0.0,1.0,0.0
267,CBS News,RT @CBSThisMorning: .@CBSSports says the @Marlins and @Cubs honored victims of the Stoneman Douglas High School shooting during yesterday's…,Fri Mar 30 12:25:30 +0000 2018,0.3612,0.165,0.736,0.1
268,CBS News,President Trump is expected to sign an online sex trafficking bill in the coming days. It would penalize websites t… https://t.co/codkgFFTCP,Fri Mar 30 12:21:33 +0000 2018,0.0,0.0,1.0,0.0
269,CBS News,Wisconsin health officials are reviewing Milwaukee's lead prevention program after several reports highlighted defi… https://t.co/oswrIPFjY5,Fri Mar 30 12:20:01 +0000 2018,0.0,0.0,1.0,0.0
270,CBS News,Dating app technology puts the power to meet people in the palm of your hand. The same idea is helping pair dogs in… https://t.co/qTBozQxWlO,Fri Mar 30 12:12:46 +0000 2018,0.6597,0.197,0.803,0.0
271,CBS News,Nearly a half-million students in Oklahoma could miss school Monday because of a threatened teacher's strike. Teach… https://t.co/xpGQGTYO7I,Fri Mar 30 12:07:08 +0000 2018,-0.6249,0.0,0.681,0.319
272,CBS News,"Federal prosecutors say they captured a sex cult leader who allegedly recruited Hollywood stars and enslaved women,… https://t.co/v4FLyTXHYf",Fri Mar 30 12:00:02 +0000 2018,-0.4019,0.0,0.856,0.144
273,CBS News,"RT @CBSThisMorning: ➡️ EPA plans to ease Obama-era fuel standards

➡️ @UnderArmour is investigating a massive cyber breach that affects abo…",Fri Mar 30 11:47:16 +0000 2018,0.3612,0.116,0.884,0.0
274,CBS News,Parents in Milwaukee say city leaders aren't doing enough to protect their kids from lead. More than 11% of Milwauk… https://t.co/bDbk0DObvm,Fri Mar 30 11:43:57 +0000 2018,0.3818,0.115,0.885,0.0
275,CBS News,"Stephon Clark's family to file federal lawsuit over police shooting death, lawyers say https://t.co/Su1UoszQI8 https://t.co/bswbke909L",Fri Mar 30 11:40:01 +0000 2018,-0.7003,0.0,0.691,0.309
276,CBS News,"The man at the center of the popular podcast, ""Serial,"" will get a new murder trial. A jury convicted Adnan Syed in… https://t.co/EOxVcEx8iT",Fri Mar 30 11:35:37 +0000 2018,-0.4404,0.106,0.717,0.177
277,CBS News,A judge ruled coffee shops must serve coffee with a cancer warning in California. Chains like Starbucks and Whole F… https://t.co/tqER2XZ7RE,Fri Mar 30 11:20:37 +0000 2018,-0.6486,0.099,0.632,0.269
278,CBS News,It's a tough time for the world's largest social network. Here's a breakdown of the biggest challenges Facebook is… https://t.co/rOm1pG6b9U,Fri Mar 30 11:20:01 +0000 2018,-0.0516,0.069,0.851,0.08
279,CBS News,Lawyers for the family of Stephon Clark tell CBS News they plan to file a federal lawsuit as soon as Friday over hi… https://t.co/0oXb8Ieok7,Fri Mar 30 11:17:53 +0000 2018,-0.2263,0.0,0.921,0.079
280,The New York Times,RT @PatriciaMazzei: BREAKING: Jury in Salman trial has reached a verdict. It will be announced in court in about 30 minutes.,Fri Mar 30 13:48:47 +0000 2018,0.25,0.143,0.857,0.0
281,The New York Times,"RT @nytimesworld: “We’ll probably hold that deal up for a little while, see how it all plays out.”—President Trump on his recently announce…",Fri Mar 30 13:48:03 +0000 2018,0.25,0.087,0.913,0.0
282,The New York Times,RT @nhannahjones: I went on The Daily with @mikiebarb today to discuss Linda Brown and the continuing fight to fulfill the promise of landm…,Fri Mar 30 13:41:53 +0000 2018,0.3818,0.187,0.719,0.094
283,The New York Times,"“I want to die over there, not here,” said Enrique, lying on the hotel bed, a scar from one of his many surgeries v… https://t.co/KNpdOHhDJW",Fri Mar 30 13:38:05 +0000 2018,-0.7906,0.044,0.709,0.247
284,The New York Times,RT @nytimesworld: Couples in Denmark can obtain a divorce in less than a week. The government is trying to make breaking up a little a hard…,Fri Mar 30 13:28:00 +0000 2018,0.0,0.0,1.0,0.0
285,The New York Times,The tech industry was once one of President Trump's most vocal opponents.  Now it has increasingly found common gro… https://t.co/TAjx9fZATB,Fri Mar 30 13:18:05 +0000 2018,0.0,0.0,1.0,0.0
286,The New York Times,"Thousands of asylum seekers remain stranded on the Greek island of Lesbos, unwilling to go back to the countries th… https://t.co/LrxHQuWlTN",Fri Mar 30 13:08:02 +0000 2018,0.0,0.0,1.0,0.0
287,The New York Times,"RT @peterbakernyt: Trump's attacks on Amazon are often set off by his anger at stories in the @washingtonpost, also owned by Bezos, associa…",Fri Mar 30 13:05:35 +0000 2018,-0.7096,0.06,0.707,0.233
288,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/aNoHwClgkV,Fri Mar 30 12:58:01 +0000 2018,0.0,0.0,1.0,0.0
289,The New York Times,"The ""Mean Girls"" musical comes 14 years after the movie. And Gretchen is still trying to make ""fetch"" happen. https://t.co/GEfZu6meAR",Fri Mar 30 12:48:01 +0000 2018,0.0,0.0,1.0,0.0
290,The New York Times,"RT @motokorich: No “Gangnam Style” for North Korea, but plenty of Kpop will be playing In Pyongyang. (In which I get the fun reporting assi…",Fri Mar 30 12:38:06 +0000 2018,0.7227,0.227,0.718,0.055
291,The New York Times,"The death of Anthony Weber, a 16-year-old killed in a police shooting, is a sign to many in Los Angeles of how much… https://t.co/KPSosHPLdb",Fri Mar 30 12:28:04 +0000 2018,-0.8555,0.0,0.693,0.307
292,The New York Times,At least 5 Palestinians were reported killed in clashes with Israeli soldiers in Gaza https://t.co/Ug9FXsdXRW,Fri Mar 30 12:19:12 +0000 2018,-0.6705,0.0,0.743,0.257
293,The New York Times,"Linda Brown, who was at the center of Brown v. Board of Education , died on Sunday. Who was she, and what has chang… https://t.co/ePfthSQoxp",Fri Mar 30 12:08:02 +0000 2018,-0.5574,0.0,0.865,0.135
294,The New York Times,"Laura Ingraham, a Fox News host, apologized for taunting a Parkland shooting survivor after losing advertisers https://t.co/HwwUsjEkMI",Fri Mar 30 12:00:27 +0000 2018,0.296,0.247,0.619,0.134
295,The New York Times,"In Opinion,

@rgay writes: ""No amount of mental gymnastics can make what Roseanne Barr has said and done in recent… https://t.co/E5pGePnQ9B",Fri Mar 30 11:46:01 +0000 2018,-0.296,0.0,0.901,0.099
296,The New York Times,The story of one White House dinner shows how the National Enquirer's publisher has used President Trump's friendsh… https://t.co/pg0FPgDFLk,Fri Mar 30 11:31:05 +0000 2018,0.0,0.0,1.0,0.0
297,The New York Times,Clashes on Gaza’s Border With Israel as Protests Start https://t.co/cVE2wFRWvk,Fri Mar 30 11:26:27 +0000 2018,-0.2263,0.0,0.826,0.174
298,The New York Times,Hope Hicks has left the building. Those left behind are wondering what happens now. https://t.co/LOiA3Ckq6n,Fri Mar 30 11:16:00 +0000 2018,0.4404,0.172,0.828,0.0
299,The New York Times,Opinion: When the Dream of Economic Justice Died https://t.co/KWw81L0MVi,Fri Mar 30 10:48:43 +0000 2018,0.2023,0.36,0.4,0.24
300,Fox News,Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/96eyVkd2Wf,Fri Mar 30 13:19:19 +0000 2018,0.0,0.0,1.0,0.0
301,Fox News,NEWS ALERT: Suspect in deadly cop shooting killed in Tennessee; @MikeTobinFox reports. https://t.co/nEwA3H4ErW,Fri Mar 30 13:14:49 +0000 2018,-0.5813,0.149,0.509,0.341
302,Fox News,Dead? No problem - your check is in the mail https://t.co/emTDSB35tC,Fri Mar 30 13:13:06 +0000 2018,-0.8481,0.0,0.432,0.568
303,Fox News,Russia tests 'Satan' ballistic missile; @BenjaminHallFNC reports. https://t.co/tKerLX1aVy,Fri Mar 30 13:03:52 +0000 2018,0.0,0.0,1.0,0.0
304,Fox News,".@cvpayne: ""This week we saw the first Chinese solar company say, 'We're going to open up a plant in America.' How… https://t.co/5njkb3ttzW",Fri Mar 30 12:58:00 +0000 2018,0.0,0.0,1.0,0.0
305,Fox News,Canada's love for @JustinTrudeau may be over. https://t.co/zBQDIDXSyq,Fri Mar 30 12:54:00 +0000 2018,0.6369,0.375,0.625,0.0
306,Fox News,".@DiamondandSilk: ""We marched to the polls and we put on our thinking caps and we voted for @POTUS because we wante… https://t.co/ez4ixVZ6hD",Fri Mar 30 12:45:00 +0000 2018,0.0,0.0,1.0,0.0
307,Fox News,".@newtgingrich: ""We have tolerated @SenSchumer behaving as though he's the Majority Leader for well over a year. Th… https://t.co/UkRnsH6Cjf",Fri Mar 30 12:40:43 +0000 2018,0.2732,0.11,0.89,0.0
308,Fox News,".@newtgingrich: ""Once in a while, Hollywood will make a movie that appeals to middle America that'll do amazingly w… https://t.co/c53nFSpImI",Fri Mar 30 12:39:26 +0000 2018,0.0,0.0,1.0,0.0
309,Fox News,NEWS ALERT: Russia tests 'Satan' ballistic missile. https://t.co/00opb7Dllg,Fri Mar 30 12:38:00 +0000 2018,0.4466,0.295,0.705,0.0
310,Fox News,.@DNC exec: Repeal 2nd Amendment. https://t.co/rcUn9fKwBR,Fri Mar 30 12:33:58 +0000 2018,0.0,0.0,1.0,0.0
311,Fox News,"Sheriff A.J. Louderback: ""We're a nation of laws, and Texas sheriffs and sheriffs across this country are here to s… https://t.co/fmy2WybZwq",Fri Mar 30 12:28:29 +0000 2018,0.0,0.0,1.0,0.0
312,Fox News,.@HillaryClinton: No one tells a man to go away. https://t.co/VGn9BcoKnF https://t.co/lkJawRW2nb,Fri Mar 30 12:27:00 +0000 2018,-0.296,0.0,0.804,0.196
313,Fox News,".@DiamondandSilk: ""We marched to the polls and we put on our thinking caps and we voted for @POTUS because we wante… https://t.co/3NkNFRI7Nt",Fri Mar 30 12:26:08 +0000 2018,0.0,0.0,1.0,0.0
314,Fox News,".@SebGorka: ""This is just common sense finally returning to government."" https://t.co/ZSMnP2dcOo",Fri Mar 30 12:18:36 +0000 2018,0.0,0.0,1.0,0.0
315,Fox News,".@DiamondandSilk: ""[@HillaryClinton] needs to talk about her dirty deeds - how she paid for that fake dossier to tr… https://t.co/2tCiECKZeI",Fri Mar 30 12:15:00 +0000 2018,-0.7184,0.0,0.739,0.261
316,Fox News,"Army mulls tougher basic training for out-of-shape, undisciplined recruits https://t.co/HiyEPEg9CL",Fri Mar 30 12:07:44 +0000 2018,0.1779,0.159,0.841,0.0
317,Fox News,".@cvpayne: ""We're in an economy that's resurgent and it's an economy that hearkens back to sort of the old American… https://t.co/Z1cbHpCoHF",Fri Mar 30 12:00:26 +0000 2018,0.0,0.0,1.0,0.0
318,Fox News,".@KellyannePolls: ""It's an excellent question why infrastructure can't be done more easily. You would think it's th… https://t.co/gtFNR3CARe",Fri Mar 30 11:55:24 +0000 2018,0.7501,0.285,0.715,0.0
319,Fox News,"Fore Putnam to President @realDonaldTrump: ""Please get my dad a kidney."" https://t.co/uXHvJKNV9J",Fri Mar 30 11:49:23 +0000 2018,0.3182,0.187,0.813,0.0
320,CNN,Dining out frequently is known to increase one's intake of unhealthy sugars and fats. But a new study suggests that… https://t.co/JyuecCrFsI,Fri Mar 30 10:22:33 +0000 2018,-0.2732,0.097,0.759,0.143
321,CNN,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/mAqzVGNDoS",Fri Mar 30 10:13:46 +0000 2018,-0.2023,0.0,0.913,0.087
322,CNN,"If you stand in it for long enough, you start to hear your heartbeat. Then you lose your balance, because the absol… https://t.co/XWTyOK5bbq",Fri Mar 30 10:01:53 +0000 2018,-0.4019,0.0,0.891,0.109
323,CNN,A longtime public defender said he's never seen a defendant get so many letters https://t.co/WzH2qXFSUH,Fri Mar 30 09:50:35 +0000 2018,0.1027,0.104,0.896,0.0
324,CNN,"There are visible, external signs that can indicate if something is wrong with your heart -- check your fingers, ea… https://t.co/a40x3puz8L",Fri Mar 30 09:39:25 +0000 2018,-0.4767,0.0,0.866,0.134
325,CNN,Human rights lawyer Amal Clooney will represent two Reuters journalists who have been jailed in Myanmar and accused… https://t.co/zSi0goEyKl,Fri Mar 30 09:28:15 +0000 2018,-0.4939,0.0,0.849,0.151
326,CNN,The Trump administration will require immigrants to submit five years of social media history https://t.co/i8HJgnvpIF,Fri Mar 30 09:16:44 +0000 2018,0.0,0.0,1.0,0.0
327,CNN,K-pop girl band Red Velvet are among the South Korean stars travelling to North Korea this weekend as they get read… https://t.co/dDzBm2lCDd,Fri Mar 30 08:40:18 +0000 2018,0.0,0.0,1.0,0.0
328,CNN,"A Chinese space lab could plummet back to earth as early as Saturday, authorities say, in a fiery end to one of the… https://t.co/O1PI1M4roe",Fri Mar 30 08:21:59 +0000 2018,-0.34,0.0,0.897,0.103
329,CNN,"""I heard you're actually the devil incarnate and I wanted to meet you,"" Defense Secretary James Mattis joked during… https://t.co/Tk9IcQi2ei",Fri Mar 30 08:04:08 +0000 2018,-0.3818,0.157,0.661,0.182
330,CNN,"This Easter, don't let politics define forgiveness | By Bob Vander Plaats via @CNNOpinion https://t.co/iDUc7yxvdK https://t.co/WLbwHzH2BS",Fri Mar 30 07:44:57 +0000 2018,0.2732,0.13,0.87,0.0
331,CNN,"Former French President Nicolas Sarkozy will face a trial on charges of corruption and influence peddling, a source… https://t.co/l3mfwOMuLP",Fri Mar 30 07:34:06 +0000 2018,-0.2732,0.0,0.884,0.116
332,CNN,Spotify is about to go public — and one analyst thinks it could be worth $43.5 billion https://t.co/ABUdIBQics https://t.co/UuMrHQrp61,Fri Mar 30 07:19:05 +0000 2018,0.2263,0.101,0.899,0.0
333,CNN,"Hillary Clinton hasn't hit the campaign trail yet on behalf of Democrats running in 2018, but that isn't stopping R… https://t.co/RBGnalvhZU",Fri Mar 30 07:11:36 +0000 2018,0.1695,0.077,0.923,0.0
334,CNN,"An off-duty police officer died on Thursday in southwestern Kentucky after a man impersonating an officer shot him,… https://t.co/9n2qeQi6Ms",Fri Mar 30 07:05:53 +0000 2018,-0.5574,0.0,0.825,0.175
335,CNN,The crumbling colonial-era churches of Pakistan https://t.co/hKlARundSu via @CNNStyle https://t.co/eUQK2f6QIM,Fri Mar 30 06:57:07 +0000 2018,0.0,0.0,1.0,0.0
336,CNN,"Family's SUV goes over a cliff, leaving authorities seeking 3 children and clues to what happened… https://t.co/bBxOVEdCgf",Fri Mar 30 06:49:13 +0000 2018,0.0,0.0,1.0,0.0
337,CNN,"A Chinese space lab could plummet back to earth as early as Saturday, authorities say, in a fiery end to one of the… https://t.co/H4L5vPk1E8",Fri Mar 30 06:33:08 +0000 2018,-0.34,0.0,0.897,0.103
338,CNN,You've heard of SpaceX landing and reusing rockets. But safely recapturing the $6 million nose cone that sits at th… https://t.co/CHfIj7PRRb,Fri Mar 30 06:28:32 +0000 2018,0.4939,0.138,0.862,0.0
339,CNN,"Japan revealed it was seeking a summit with North Korean leader Kim Jong Un, as some in Tokyo expressed concern the… https://t.co/oSIVX046l3",Fri Mar 30 06:16:04 +0000 2018,0.0,0.0,1.0,0.0
340,BBC News (World),Alligator 'gender reveal party' causes controversy https://t.co/J9kwaxTEOK,Thu Mar 29 23:14:54 +0000 2018,0.4019,0.31,0.69,0.0
341,BBC News (World),Lagos street dancers go viral after Rihanna retweet https://t.co/aHBRNRbpcg,Thu Mar 29 23:12:30 +0000 2018,0.0,0.0,1.0,0.0
342,BBC News (World),Industry ferment: US wine industry crushed over tariffs https://t.co/QtTsyGqNMl,Thu Mar 29 23:12:30 +0000 2018,-0.4215,0.0,0.741,0.259
343,BBC News (World),Papua New Guinea earthquake: Strong shallow tremor off New Britain island https://t.co/tscosDL1ES,Thu Mar 29 22:52:55 +0000 2018,0.5106,0.231,0.769,0.0
344,BBC News (World),Mattis to Bolton: I hear you're the devil incarnate https://t.co/737dq2WcQH,Thu Mar 29 22:28:37 +0000 2018,-0.6597,0.0,0.645,0.355
345,BBC News (World),Stormy Daniels loses bid for early Trump testimony on her sex claims https://t.co/6v6irGxYrC,Thu Mar 29 21:15:29 +0000 2018,-0.3182,0.0,0.839,0.161
346,BBC News (World),"RT @bbcweather: For those of you travelling further afield this #Easter, here's a quick look at the weather around the world: https://t.co/…",Thu Mar 29 20:25:09 +0000 2018,0.0,0.0,1.0,0.0
347,BBC News (World),Pope Francis gives ride to boy with Down's syndrome https://t.co/hlvzAGnnve,Thu Mar 29 17:27:27 +0000 2018,0.0,0.0,1.0,0.0
348,BBC News (World),Russia expels US diplomats in tit for tat https://t.co/ZKMl3MEddK,Thu Mar 29 17:23:17 +0000 2018,-0.3818,0.0,0.755,0.245
349,BBC News (World),RT @BBCBreaking: Russia expels 60 US diplomats and closes St Petersburg consulate in response to American action over spy poisoning https:/…,Thu Mar 29 17:15:53 +0000 2018,-0.7506,0.0,0.748,0.252
350,BBC News (World),Gunmen 'abduct mayor of Tripoli Abdelraouf Beitelmal' https://t.co/6B8jXtf4mC,Thu Mar 29 17:00:27 +0000 2018,0.0,0.0,1.0,0.0
351,BBC News (World),Australia coach quits over cheating scandal https://t.co/APT3d1JVtX,Thu Mar 29 16:17:23 +0000 2018,-0.7579,0.0,0.435,0.565
352,BBC News (World),Uganda newspaper's 'wine for abuse stories' contest angers readers https://t.co/CMLNvGjbeQ,Thu Mar 29 15:59:30 +0000 2018,-0.8176,0.0,0.516,0.484
353,BBC News (World),China singer denied bank account because he’s blind https://t.co/lVVelEOCVk,Thu Mar 29 15:59:30 +0000 2018,-0.6808,0.0,0.556,0.444
354,BBC News (World),Trèbes attack: Vegan activist in court over butcher post https://t.co/Hes8CiFL1N,Thu Mar 29 15:59:30 +0000 2018,-0.4767,0.0,0.744,0.256
355,BBC News (World),Russian spy: Yulia Skripal 'improving rapidly' https://t.co/Feql7s95Zj,Thu Mar 29 14:47:45 +0000 2018,0.4215,0.318,0.682,0.0
356,BBC News (World),"RT @BBCSport: PAOK Salonika's president Ivan Savvidis has been banned for three years for coming onto the pitch with a gun.

More: https://…",Thu Mar 29 14:47:09 +0000 2018,-0.6597,0.0,0.787,0.213
357,BBC News (World),Sarkozy 'to face corruption trial' https://t.co/QV5HTYmsWU,Thu Mar 29 14:40:01 +0000 2018,0.0,0.0,1.0,0.0
358,BBC News (World),Trump calls to congratulate TV's Roseanne https://t.co/ipNJ1KMrgk,Thu Mar 29 14:40:01 +0000 2018,0.4939,0.348,0.652,0.0
359,BBC News (World),"Australian ball-tampering: Steve Smith, David Warner and Cameron Bancroft apologise https://t.co/AcGybzckwZ",Thu Mar 29 14:19:11 +0000 2018,0.3818,0.206,0.794,0.0
360,CBS News,A federal judge says adult film star Stormy Daniels' lawyer cannot depose President Trump about his client's non-di… https://t.co/5mz3QFhZsJ,Fri Mar 30 11:16:41 +0000 2018,0.0,0.0,1.0,0.0
361,CBS News,Senior foreign affairs correspondent and @FaceTheNation moderator @margbrennan joins @CBSThisMorning from Washingto… https://t.co/Fm50o9aJrq,Fri Mar 30 11:12:50 +0000 2018,0.0,0.0,1.0,0.0
362,CBS News,The American ambassador to Russia is protesting Moscow's one-for-one response in the diplomatic fight over the pois… https://t.co/as9QKzxlhQ,Fri Mar 30 11:10:53 +0000 2018,-0.6597,0.0,0.748,0.252
363,CBS News,"Just hours before the bombing, President Trump said the U.S. will end its military presence in Syria “very soon.The… https://t.co/0WcMhZdaRQ",Fri Mar 30 11:08:08 +0000 2018,0.0,0.0,1.0,0.0
364,CBS News,"The U.S. military says 2 coalition members were killed by a roadside bomb Thursday night, and 5 others were wounded… https://t.co/70PP2IuhXA",Fri Mar 30 11:05:46 +0000 2018,-0.8271,0.0,0.675,0.325
365,CBS News,"President Trump is leading the U.S. into re-negotiating trade deals, and Rep. Marcy Kaptur says he's on the right t… https://t.co/1DhNUE8zl3",Fri Mar 30 11:00:01 +0000 2018,0.0,0.0,1.0,0.0
366,CBS News,RT @CBSThisMorning: Here's a preview of what's next on @CBSThisMorning. https://t.co/rszGW2Cd5s,Fri Mar 30 10:52:17 +0000 2018,0.0,0.0,1.0,0.0
367,CBS News,"Many swipe right to look for love, so why not puppy love? Ahead on @CBSThisMorning, learn about the app that's matc… https://t.co/eotB9Gbn1w",Fri Mar 30 10:45:00 +0000 2018,0.8555,0.296,0.704,0.0
368,CBS News,The U.S. military says two coalition personnel have been killed and five were wounded by a roadside bombing in Syri… https://t.co/GaoZPGOlPG,Fri Mar 30 10:35:01 +0000 2018,-0.6705,0.0,0.809,0.191
369,CBS News,Trump administration ends automatic release of most pregnant women charged with being in the U.S. illegally while t… https://t.co/yFRlcEdzFm,Fri Mar 30 10:20:01 +0000 2018,-0.2648,0.0,0.897,0.103
370,CBS News,Prison junk food prices probed after capos' complaints https://t.co/szDsudkOw7 https://t.co/4MKgwwmiQX,Fri Mar 30 10:03:04 +0000 2018,-0.7184,0.0,0.571,0.429
371,CBS News,Parkland shooter's brother gets probation for trespassing at Marjory Stoneman Douglas https://t.co/0vxUo8FNhl https://t.co/wAZdMXsMLJ,Fri Mar 30 09:48:03 +0000 2018,0.0,0.0,1.0,0.0
372,CBS News,"New Orleans mayor knocks Trump, says election ""emboldened"" racists https://t.co/swIIBt1I2Z https://t.co/WHP8HWTf0a",Fri Mar 30 09:33:03 +0000 2018,-0.5423,0.0,0.741,0.259
373,CBS News,Judge rejects Saudi Arabia's attempt to toss 9/11 lawsuits https://t.co/LBuboN2MMu https://t.co/Efx0P2oxBk,Fri Mar 30 09:18:03 +0000 2018,-0.5859,0.0,0.652,0.348
